artist,song,ids,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,mode,valence
Ludovico Einaudi,Laissez Moi En Paix,5yEgrOquulVc1uui9r3oSn,Classical,0.975,0.307,242533,0.213,0.774,5,0.112,-20.581,0.0366,99.361,1,0.353
Ludovico Einaudi,Almost June,5DcGvRjZioIst4zJcNIKf0,Classical,0.985,0.355,173576,0.00708,0.961,10,0.0903,-33.07,0.0504,63.731,1,0.16
Ludovico Einaudi,Wind Song,5nJCibrdSlrMUeAiUG4ZC3,Classical,0.986,0.339,198650,0.00572,0.923,11,0.103,-32.309,0.0378,72.7,0,0.0616
Ludovico Einaudi,Seven Days Walking / Day 1: Ascent,4k8Tbvzwkrouy6epg81QyZ,Classical,0.989,0.232,337372,0.0592,0.941,7,0.0906,-23.594,0.0442,90.083,1,0.102
Stephan Moccio,Fracture,2m2GJpBjQNNphaCgBeoj7R,Classical,0.99,0.324,207640,0.0186,0.934,2,0.105,-28.248,0.0476,85.297,1,0.126
Erik Satie,Gymnopédie No. 1,5NGtFXVpXSvwunEIGeviY3,Classical,0.994,0.468,205867,0.0127,0.937,7,0.094,-36.856,0.123,72.776,1,0.356
DragonForce,Through The Fire And Flames,2eB7JqIY4hTTSz31h6bjwR,Classical,0.00152,0.153,439120,0.953,0.0062,0,0.366,-4.74,0.122,199.892,0,0.14
Camille Saint-Saëns,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0jOnZhF75V68VsBObWx2XO,Classical,0.986,0.169,174267,0.0161,0.86,9,0.0805,-31.034,0.0442,128.143,0,0.0573
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,Classical,0.89,0.275,152280,0.157,0.842,7,0.186,-18.752,0.0636,73.289,1,0.304
Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",1cmigB9I6IRpFqjIbzvSQB,Classical,0.993,0.335,294960,0.00501,0.919,1,0.0618,-33.366,0.0451,132.085,1,0.0383
Claude Debussy,"Clair de Lune, L. 32",5u5aVJKjSMJr4zesMPz7bL,Classical,0.994,0.335,268000,0.00532,0.912,1,0.0621,-31.646,0.0376,65.832,1,0.0397
Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,Classical,0.995,0.184,315427,0.00527,0.887,1,0.173,-37.264,0.0432,170.612,0,0.151
Ludovico Einaudi,Una Mattina,0Dkibk70FDp6t7eOZNemNQ,Classical,0.991,0.231,203800,0.0297,0.878,2,0.0742,-31.544,0.0579,131.413,1,0.07
Ludovico Einaudi,I Giorni,0VLascXUZ2Ze2u5kUD5J1f,Classical,0.992,0.277,411080,0.0314,0.943,2,0.0712,-30.21,0.0545,131.571,1,0.0495
Yiruma,River Flows in You,3xr8COed4nPPn6XWZ0iCGr,Classical,0.968,0.287,218293,0.292,0.978,9,0.09,-19.285,0.0541,145.703,1,0.346
Erik Satie,Satie / Orch. Ducros: Gymnopédie No. 1,3JdD9wqvohYMjK6BmEHtTP,Classical,0.942,0.0921,172120,0.0183,0.94,7,0.195,-31.858,0.0513,166.979,1,0.039
Ólafur Arnalds,saman,5RqKo9P4DLA0bVyY70cWkr,Classical,0.994,0.583,131923,0.0238,0.847,0,0.103,-32.244,0.0369,108.74,0,0.426
Ludovico Einaudi,Natural Light,2zM7Ato6xDOi8ten4qn7Cm,Classical,0.992,0.218,335542,0.00352,0.951,1,0.139,-39.627,0.0515,68.61,1,0.192
Ludwig van Beethoven,"Piano Sonata No. 20 In G Major, Op. 49, No. 2: 2. Tempo di Menuetto",2BIAaQl2hgvfP9BQLjuSjC,Classical,0.994,0.367,224627,0.0186,0.908,7,0.12,-29.846,0.0431,100.215,1,0.363
Ludwig van Beethoven,"Piano Sonata No. 20 In G Major, Op. 49, No. 2: 1. Allegro ma non troppo",3d0uwJEq59zGdG0IZRb5Rj,Classical,0.992,0.322,284507,0.0612,0.905,2,0.135,-27.726,0.0402,144.388,1,0.684
Ludwig van Beethoven,"Piano Sonata No. 18 In E Flat Major, Op. 31, No. 3 -""The Hunt"": 3. Menuetto (Moderato e grazioso)",0NkAS1NcUKF5naZ1VQpLEi,Classical,0.995,0.429,268067,0.00731,0.897,3,0.105,-31.29,0.0549,82.226,1,0.305
Ludwig van Beethoven,"Piano Sonata No. 18 In E Flat Major, Op. 31, No. 3 -""The Hunt"": 2. Scherzo (Allegretto vivace)",21RgYFGUKGPnFNIqusE3gw,Classical,0.994,0.465,319867,0.0591,0.904,8,0.106,-33.137,0.0538,101.96,1,0.329
Ludwig van Beethoven,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 2. Rondo (Allegro)",4aA6Cj1FUx05SkVFbmZ5qS,Classical,0.994,0.323,194200,0.124,0.903,7,0.096,-26.86,0.0475,168.408,1,0.513
Ludwig van Beethoven,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 1. Andante",5yu9WL14e7jLzaLKraRabw,Classical,0.994,0.345,285440,0.0301,0.949,7,0.108,-33.091,0.0472,128.729,0,0.225
Ludwig van Beethoven,"Piano Sonata No.21 In C, Op.53 -""Waldstein"": 2. Introduzione (Adagio molto)",0OPDYfHmtEucbRfhxQOXeV,Classical,0.992,0.484,278867,0.0012,0.882,0,0.0686,-37.05,0.0701,131.975,1,0.121
Ludwig van Beethoven,"Piano Sonata No. 18 In E Flat Major, Op. 31, No. 3 -""The Hunt"": 4. Presto con fuoco",134l6YJP81eHy4azHnRY5Z,Classical,0.988,0.373,281267,0.112,0.888,3,0.137,-23.295,0.0413,94.219,1,0.171
Gabriel Fauré,"Dolly, Op. 56: 1. Berceuse",3NbAsIxDL0fVgNuCLD152P,Classical,0.995,0.37,176518,0.0076,0.91,4,0.0864,-33.663,0.0384,62.668,1,0.278
Andrea Bocelli,Con te partirò,7zrpoAJte9o12TzawqgdD0,Classical,0.844,0.241,250984,0.367,0.00279,7,0.0873,-7.95,0.0311,135.267,1,0.302
Johann Sebastian Bach,"Suite in G Minor for Lute, BWV 995: IV. Sarabande",36tKuJx3gGSx3o62ByKn5j,Classical,0.995,0.591,182000,0.0448,0.928,7,0.104,-24.362,0.123,88.895,0,0.479
Ludovico Einaudi,Atoms,56gyCwmEPBX8u7y7JBMSxG,Classical,0.995,0.338,183955,0.00384,0.954,6,0.112,-40.558,0.0657,68.921,0,0.159
Ludovico Einaudi,Divenire,5XpKiGvXha5cixBcVIPr0S,Classical,0.966,0.269,424200,0.0926,0.89,9,0.0992,-24.28,0.0609,120.323,0,0.102
Ludovico Einaudi,Due Tramonti - Remastered 2020,7bsdbuV9EMp6hwNVWGBKHK,Classical,0.969,0.112,295253,0.106,0.917,2,0.114,-18.242,0.0438,175.324,1,0.0647
Ludovico Einaudi,Uno,4s3n0FOkrsjQzpQ7FIPftv,Classical,0.996,0.526,205170,0.00627,0.944,0,0.0675,-28.828,0.0428,90.06,1,0.0373
Ludovico Einaudi,Seven Days Walking / Day 1: A Sense of Symmetry,6MCb8U3Diq0AYYBVCABVuM,Classical,0.937,0.276,155066,0.0269,0.889,9,0.112,-28.079,0.0383,137.045,0,0.0586
Ludovico Einaudi,Full Moon (Arr. Lewin for Guitar),6zXb7M5dP62UIo3ptqeyo4,Classical,0.976,0.37,219040,0.00815,0.899,8,0.111,-32.86,0.0394,97.69,1,0.0689
Ludovico Einaudi,Atoms,48A8Uvxv3Y26jpRTdoP8Il,Classical,0.995,0.338,183955,0.00384,0.954,6,0.112,-40.558,0.0657,68.921,0,0.159
Ludovico Einaudi,Run,5McpAgIsCkETyMNAEsc2XB,Classical,0.989,0.534,347297,0.185,0.884,11,0.117,-22.483,0.0522,120.138,0,0.0613
Ludovico Einaudi,Seven Days Walking / Day 7: Ascent,2Md5FvQLMvJIDTHibD5zWC,Classical,0.935,0.373,324620,0.0714,0.964,4,0.111,-22.732,0.0338,101.283,0,0.0663
Ludovico Einaudi,The Earth Prelude,6KFoFhnMSAdlU9DL2r65il,Classical,0.989,0.237,301349,0.035,0.948,7,0.0699,-20.233,0.0423,80.465,1,0.0447
Ludovico Einaudi,La Profondità Del Buio,6lEYXv0uUX3pENfQRFPfq3,Classical,0.995,0.388,243326,0.00996,0.939,9,0.0983,-32.648,0.0584,68.026,0,0.178
Ludovico Einaudi,Le Onde,6PUjrkB7DJ6rET7ev6ZFhB,Classical,0.993,0.32,336360,0.131,0.912,2,0.0955,-26.78,0.0507,117.825,1,0.0724
Ludovico Einaudi,Indaco,3mA1LW0vAiScQ3PHJ4HXcD,Classical,0.969,0.146,321627,0.102,0.927,4,0.0983,-19.141,0.043,69.796,0,0.0371
Ludovico Einaudi,Onde Corte,3yLDHks4kDIkZC3yQDCwX6,Classical,0.994,0.302,200431,0.0326,0.838,9,0.106,-29.023,0.0406,79.976,1,0.147
Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,EDM,0.515,0.671,148197,0.636,0.000411,6,0.172,-8.117,0.103,120.966,0,0.262
David Guetta,Crazy What Love Can Do,1WCEAGGRD066z2Q89ObXTq,EDM,0.0282,0.601,169756,0.713,0,4,0.158,-3.758,0.0449,122.872,0,0.464
Jax Jones,Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,EDM,0.182,0.763,177689,0.782,7.08E-06,7,0.293,-4.541,0.0346,127.034,0,0.502
Calvin Harris,Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06,EDM,0.158,0.824,214460,0.697,4.11E-05,11,0.077,-4.869,0.0473,99.988,0,0.757
Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,EDM,0.0301,0.754,164819,0.763,2.23E-05,7,0.0901,-4.627,0.0435,117.953,0,0.464
Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,EDM,0.037,0.791,214847,0.862,2.19E-05,9,0.0814,-3.24,0.11,123.994,0,0.592
Joel Corry,What Would You Do?,1D2ZNECRd7KIlA4pyOUGsv,EDM,0.149,0.687,174215,0.895,0.00592,9,0.121,-2.983,0.0474,124.041,1,0.686
D.O.D,Still Sleepless,4vyG9ZhHT8MKJE5mTICMFC,EDM,0.0156,0.628,162879,0.738,0.281,6,0.153,-5.045,0.0367,125.928,0,0.699
Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,EDM,0.168,0.734,166028,0.874,1.14E-05,8,0.0489,-3.158,0.0662,122.953,1,0.905
Sigala,Stay the Night,4qtdkdTY1t3RmlmSbWykzR,EDM,0.177,0.636,171955,0.936,0,7,0.0879,-2.65,0.0729,124.034,0,0.415
Jonasu,Black Magic,7zx1i0jGcFwMBurajgKlO7,EDM,0.0564,0.812,174194,0.634,0,8,0.276,-4.96,0.163,124.074,1,0.463
Galantis,Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,EDM,0.216,0.595,183726,0.784,0,1,0.0608,-4.878,0.102,124.111,1,0.479
Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,EDM,0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,0.0523,124.08,1,0.643
Sigala,Melody,6Owc2SuzwO3LW1SAODYK3l,EDM,0.0231,0.63,167142,0.91,1.91E-06,10,0.125,-2.681,0.058,123.017,0,0.525
Calvin Harris,Summer,6YUTL4dYpB9xZO5qExPf05,EDM,0.0211,0.596,222533,0.856,0.0178,4,0.141,-3.556,0.0346,127.949,0,0.743
Karen Harding,Say Something - Zac Samuel Remix,5QifrqmnjHzdOuBAheeeNU,EDM,0.0121,0.701,213135,0.667,6.53E-06,7,0.148,-6.177,0.0361,119.975,1,0.675
Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,EDM,0.018,0.787,162604,0.833,0.00747,8,0.0374,-4.403,0.0478,123.97,1,0.796
Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,EDM,0.0166,0.527,176658,0.835,0,6,0.249,-5.298,0.0433,125.983,1,0.654
Calvin Harris,Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc,EDM,0.000972,0.707,206413,0.924,0.00703,7,0.204,-2.842,0.031,127.937,1,0.919
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,EDM,0.0927,0.792,195547,0.717,3.59E-05,0,0.226,-4.759,0.0393,121.985,0,0.466
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,EDM,0.0076,0.824,169153,0.862,0.000132,2,0.303,-3.424,0.126,122.98,1,0.801
Joel Corry,I Wish (feat. Mabel),0YORgvqP1MotwCnDZzOwII,EDM,0.0896,0.686,181728,0.856,0,9,0.0648,-2.717,0.0426,123.997,0,0.733
Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,EDM,0.177,0.88,157606,0.751,6.43E-05,7,0.106,-4.258,0.0874,117.948,0,0.884
James Hype,Ferrari,4zN21mbAuaD0WqtmaTZZeP,EDM,0.0127,0.847,186662,0.69,6.00E-05,1,0.0526,-7.877,0.0493,125.004,0,0.692
Disclosure,Waterfall,72EaWichAXl7tTulGwxCKO,EDM,0.0212,0.691,232120,0.733,5.61E-05,11,0.0894,-6.887,0.0572,128.038,0,0.834
Joel Corry,BED,0siYMEsGrzzzlWLXK5zJfS,EDM,0.0142,0.671,178088,0.782,0.00221,6,0.333,-4.593,0.0341,123.989,1,0.618
Tiësto,The Business,6f3Slt0GbA2bPZlz0aIFXN,EDM,0.414,0.798,164000,0.62,0.0192,8,0.112,-7.079,0.232,120.031,0,0.235
Becky Hill,Remember,4laAKIq9ZxBCwf99rauPYb,EDM,0.041,0.612,160766,0.862,0,8,0.0907,-2.903,0.037,123.849,1,0.354
Swedish House Mafia,Heaven Takes You Home (feat. Connie Constance),3nEHrvNNtgLv9rneTAYVr4,EDM,0.0124,0.665,214071,0.738,0.00598,0,0.0923,-5.931,0.0379,125.037,0,0.0389
Noizu,Summer 91 (Looking Back),4FEcEwbE2vsqhxbTPtiNTL,EDM,0.0159,0.509,180000,0.953,3.30E-05,11,0.28,-4.954,0.0414,125.015,0,0.406
Diplo,Don’t Forget My Love,1kpTK8SWlA1lGkorVaxp3S,EDM,0.0237,0.639,199091,0.873,0.0143,2,0.119,-6.222,0.0408,121.031,1,0.258
Disclosure,Latch,51ODNNDZm21HU7wI7cccRr,EDM,0.0159,0.503,255632,0.727,9.45E-05,1,0.0895,-5.456,0.167,121.985,1,0.521
Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,EDM,0.191,0.687,214290,0.792,0,5,0.167,-2.749,0.0452,100.015,1,0.671
MEDUZA,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,EDM,0.0689,0.632,167903,0.595,0,8,0.209,-7.644,0.0401,124.114,0,0.435
Becky Hill,Run,6oYXbji1rn7U6bFuNYekpQ,EDM,0.0313,0.601,188732,0.879,0,2,0.0793,-2.673,0.0353,124.013,0,0.589
David Guetta,Titanium (feat. Sia),2dOTkLZFbpNXrhc24CnTFd,EDM,0.0679,0.604,245040,0.787,0.15,0,0.127,-3.674,0.103,126.062,0,0.301
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,0vbtURX4qv1l7besfwmnD8,EDM,0.0353,0.664,197933,0.714,8.42E-06,7,0.0843,-6.645,0.111,101.969,0,0.71
Swedish House Mafia,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,EDM,0.112,0.612,212862,0.84,0,11,0.116,-3.145,0.0509,129.042,0,0.438
David Guetta,Memories (feat. Kid Cudi),5xYC48nOppVemY6U5GRGTb,EDM,0.00144,0.546,210853,0.916,4.34E-06,8,0.251,-3.932,0.255,129.983,1,0.375
Calvin Harris,By Your Side (feat. Tom Grennan),0vR2rIVORmgeKiGIgNT0fV,EDM,0.0514,0.733,189672,0.96,0.00199,7,0.287,-3.597,0.0295,124.01,1,0.811
Avicii,Levels - Radio Edit,5UqCQaDshqbIk3pkhy4Pjg,EDM,0.0462,0.584,199907,0.889,0.828,1,0.309,-5.941,0.0343,126.04,0,0.464
The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,EDM,0.414,0.748,244960,0.524,0,8,0.111,-5.599,0.0338,95.01,1,0.661
The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,EDM,0.0498,0.617,247160,0.635,1.44E-05,11,0.164,-6.769,0.0317,103.019,0,0.446
Mike Posner,Cooler Than Me - Single Mix,495O1Affo7AurEPQcvcr18,EDM,0.146,0.75,213293,0.818,0,7,0.686,-4.601,0.0551,129.963,0,0.652
Regard,Hallucination,7y3c1oJMY1CwwtOZ84Qovu,EDM,0.0121,0.687,174795,0.788,0,6,0.358,-5.142,0.0352,123.02,0,0.669
Marshmello,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,EDM,0.00226,0.721,154983,0.738,4.41E-06,7,0.118,-4.77,0.0403,119.976,1,0.637
Mac DeMarco,My Kind of Woman,6jgkEbmQ2F2onEqsEhiliL,EDM,0.00294,0.501,190846,0.765,0.49,6,0.184,-7.063,0.0281,91.771,0,0.46
Mabel,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,EDM,0.296,0.674,178480,0.881,3.01E-06,9,0.0793,-2.853,0.147,98.994,1,0.234
MEDUZA,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,EDM,0.0404,0.677,152913,0.744,0.00016,10,0.074,-6.806,0.0295,124.08,0,0.631
David Guetta,If You Really Love Me (How Will I Know),1V7bZ9gEIwFQpm8yGxRHNA,EDM,0.0512,0.692,184390,0.883,0,7,0.228,-4.698,0.0582,122.984,1,0.614
